255      1     -9   -3.50000   -7.79423
256      2     -9   -2.50000   -7.79423
257      3     -9   -1.50000   -7.79423
258      4     -9   -0.50000   -7.79423
259      5     -9    0.50000   -7.79423
260      6     -9    1.50000   -7.79423
261      7     -9    2.50000   -7.79423
262      8     -9    3.50000   -7.79423
263      9     -9    4.50000   -7.79423
264      9     -8    5.00000   -6.92820
265      9     -7    5.50000   -6.06217
266      9     -6    6.00000   -5.19617
267      9     -5    6.50000   -4.33013
268      9     -4    7.00000   -3.46410
269      9     -3    7.50000   -2.59808
270      9     -2    8.00000   -1.73205
271      9     -1    8.50000   -0.86603
272     10      0   10.00000    0.00000
273      9      1    9.50000    0.86603
274      8      2    9.00000    1.73205
275      7      3    8.50000    2.59808
276      6      4    8.00000    3.46410
277      5      5    7.50000    4.33013
278      4      6    7.00000    5.19617
279      3      7    6.50000    6.06217
280      2      8    6.00000    6.92820
281      1      9    5.50000    7.79423
282      0     10    5.00000    8.66027
283     -1     10    4.00000    8.66027
284     -2     10    3.00000    8.66027
285     -3     10    2.00000    8.66027
286     -4     10    1.00000    8.66027
287     -5     10    0.00000    8.66027
288     -6     10   -1.00000    8.66027
289     -7     10   -2.00000    8.66027
290     -8     10   -3.00000    8.66027
291     -9     10   -4.00000    8.66027
292    -10     10   -5.00000    8.66027
293    -10      9   -5.50000    7.79423
294    -10      8   -6.00000    6.92820
295    -10      7   -6.50000    6.06217
296    -10      6   -7.00000    5.19617
297    -10      5   -7.50000    4.33013
298    -10      4   -8.00000    3.46410
299    -10      3   -8.50000    2.59808
300    -10      2   -9.00000    1.73205
301    -10      1   -9.50000    0.86603
302    -10      0  -10.00000    0.00000
303     -9     -1   -9.50000   -0.86603
304     -8     -2   -9.00000   -1.73205
305     -7     -3   -8.50000   -2.59808
306     -6     -4   -8.00000   -3.46410
307     -5     -5   -7.50000   -4.33013
308     -4     -6   -7.00000   -5.19617
309     -3     -7   -6.50000   -6.06217
310     -2     -8   -6.00000   -6.92820
311     -1     -9   -5.50000   -7.79423
312      0    -10   -5.00000   -8.66027
313      1    -10   -4.00000   -8.66027
314      2    -10   -3.00000   -8.66027
315      3    -10   -2.00000   -8.66027
316      4    -10   -1.00000   -8.66027
317      5    -10    0.00000   -8.66027
318      6    -10    1.00000   -8.66027
319      7    -10    2.00000   -8.66027
320      8    -10    3.00000   -8.66027
321      9    -10    4.00000   -8.66027
322     10    -10    5.00000   -8.66027
323     10     -9    5.50000   -7.79423
324     10     -8    6.00000   -6.92820
325     10     -7    6.50000   -6.06217
326     10     -6    7.00000   -5.19617
327     10     -5    7.50000   -4.33013
328     10     -4    8.00000   -3.46410
329     10     -3    8.50000   -2.59808
330     10     -2    9.00000   -1.73205
331     10     -1    9.50000   -0.86603
332     11      0   11.00000    0.00000
333     10      1   10.50000    0.86603
334      9      2   10.00000    1.73205
335      8      3    9.50000    2.59808
336      7      4    9.00000    3.46410
337      6      5    8.50000    4.33013
338      5      6    8.00000    5.19617
339      4      7    7.50000    6.06217
340      3      8    7.00000    6.92820
341      2      9    6.50000    7.79423
342      1     10    6.00000    8.66027
343      0     11    5.50000    9.52627
344     -1     11    4.50000    9.52627
345     -2     11    3.50000    9.52627
346     -3     11    2.50000    9.52627
347     -4     11    1.50000    9.52627
348     -5     11    0.50000    9.52627
349     -6     11   -0.50000    9.52627
350     -7     11   -1.50000    9.52627
351     -8     11   -2.50000    9.52627
352     -9     11   -3.50000    9.52627
353    -10     11   -4.50000    9.52627
354    -11     11   -5.50000    9.52627
355    -11     10   -6.00000    8.66027
356    -11      9   -6.50000    7.79423
357    -11      8   -7.00000    6.92820
358    -11      7   -7.50000    6.06217
359    -11      6   -8.00000    5.19617
360    -11      5   -8.50000    4.33013
361    -11      4   -9.00000    3.46410
362    -11      3   -9.50000    2.59808
363    -11      2  -10.00000    1.73205
364    -11      1  -10.50000    0.86603
365    -11      0  -11.00000    0.00000
366    -10     -1  -10.50000   -0.86603
367     -9     -2  -10.00000   -1.73205
368     -8     -3   -9.50000   -2.59808
369     -7     -4   -9.00000   -3.46410
370     -6     -5   -8.50000   -4.33013
371     -5     -6   -8.00000   -5.19617
372     -4     -7   -7.50000   -6.06217
373     -3     -8   -7.00000   -6.92820
374     -2     -9   -6.50000   -7.79423
375     -1    -10   -6.00000   -8.66027
376      0    -11   -5.50000   -9.52627
377      1    -11   -4.50000   -9.52627
378      2    -11   -3.50000   -9.52627
379      3    -11   -2.50000   -9.52627
380      4    -11   -1.50000   -9.52627
381      5    -11   -0.50000   -9.52627
382      6    -11    0.50000   -9.52627
383      7    -11    1.50000   -9.52627
384      8    -11    2.50000   -9.52627
385      9    -11    3.50000   -9.52627
386     10    -11    4.50000   -9.52627
387     11    -11    5.50000   -9.52627
388     11    -10    6.00000   -8.66027
389     11     -9    6.50000   -7.79423
390     11     -8    7.00000   -6.92820
391     11     -7    7.50000   -6.06217
392     11     -6    8.00000   -5.19617
393     11     -5    8.50000   -4.33013
394     11     -4    9.00000   -3.46410
395     11     -3    9.50000   -2.59808
396     11     -2   10.00000   -1.73205
397     11     -1   10.50000   -0.86603
398     12      0   12.00000    0.00000
399     11      1   11.50000    0.86603
400     10      2   11.00000    1.73205
401      9      3   10.50000    2.59808
402      8      4   10.00000    3.46410
403      7      5    9.50000    4.33013
404      6      6    9.00000    5.19617
405      5      7    8.50000    6.06217
406      4      8    8.00000    6.92820
407      3      9    7.50000    7.79423
408      2     10    7.00000    8.66027
409      1     11    6.50000    9.52627
410      0     12    6.00000   10.39230
411     -1     12    5.00000   10.39230
412     -2     12    4.00000   10.39230
413     -3     12    3.00000   10.39230
414     -4     12    2.00000   10.39230
415     -5     12    1.00000   10.39230
416     -6     12    0.00000   10.39230
417     -7     12   -1.00000   10.39230
418     -8     12   -2.00000   10.39230
419     -9     12   -3.00000   10.39230
420    -10     12   -4.00000   10.39230
421    -11     12   -5.00000   10.39230
422    -12     12   -6.00000   10.39230
423    -12     11   -6.50000    9.52627
424    -12     10   -7.00000    8.66027
425    -12      9   -7.50000    7.79423
426    -12      8   -8.00000    6.92820
427    -12      7   -8.50000    6.06217
428    -12      6   -9.00000    5.19617
429    -12      5   -9.50000    4.33013
430    -12      4  -10.00000    3.46410
431    -12      3  -10.50000    2.59808
432    -12      2  -11.00000    1.73205
433    -12      1  -11.50000    0.86603
434    -12      0  -12.00000    0.00000
435    -11     -1  -11.50000   -0.86603
436    -10     -2  -11.00000   -1.73205
437     -9     -3  -10.50000   -2.59808
438     -8     -4  -10.00000   -3.46410
439     -7     -5   -9.50000   -4.33013
440     -6     -6   -9.00000   -5.19617
441     -5     -7   -8.50000   -6.06217
442     -4     -8   -8.00000   -6.92820
443     -3     -9   -7.50000   -7.79423
444     -2    -10   -7.00000   -8.66027
445     -1    -11   -6.50000   -9.52627
446      0    -12   -6.00000  -10.39230
447      1    -12   -5.00000  -10.39230
448      2    -12   -4.00000  -10.39230
449      3    -12   -3.00000  -10.39230
450      4    -12   -2.00000  -10.39230
451      5    -12   -1.00000  -10.39230
452      6    -12    0.00000  -10.39230
453      7    -12    1.00000  -10.39230
454      8    -12    2.00000  -10.39230
455      9    -12    3.00000  -10.39230
456     10    -12    4.00000  -10.39230
457     11    -12    5.00000  -10.39230
458     12    -12    6.00000  -10.39230
459     12    -11    6.50000   -9.52627
460     12    -10    7.00000   -8.66027
461     12     -9    7.50000   -7.79423
462     12     -8    8.00000   -6.92820
463     12     -7    8.50000   -6.06217
464     12     -6    9.00000   -5.19617
465     12     -5    9.50000   -4.33013
466     12     -4   10.00000   -3.46410
467     12     -3   10.50000   -2.59808
468     12     -2   11.00000   -1.73205
469     12     -1   11.50000   -0.86603
470     13      0   13.00000    0.00000
471     12      1   12.50000    0.86603
472     11      2   12.00000    1.73205
473     10      3   11.50000    2.59808
474      9      4   11.00000    3.46410
475      8      5   10.50000    4.33013
476      7      6   10.00000    5.19617
477      6      7    9.50000    6.06217
478      5      8    9.00000    6.92820
479      4      9    8.50000    7.79423
480      3     10    8.00000    8.66027
481      2     11    7.50000    9.52627
482      1     12    7.00000   10.39230
483      0     13    6.50000   11.25833
484     -1     13    5.50000   11.25833
485     -2     13    4.50000   11.25833
486     -3     13    3.50000   11.25833
487     -4     13    2.50000   11.25833
488     -5     13    1.50000   11.25833
489     -6     13    0.50000   11.25833
490     -7     13   -0.50000   11.25833
491     -8     13   -1.50000   11.25833
492     -9     13   -2.50000   11.25833
493    -10     13   -3.50000   11.25833
494    -11     13   -4.50000   11.25833
495    -12     13   -5.50000   11.25833
496    -13     13   -6.50000   11.25833
497    -13     12   -7.00000   10.39230
498    -13     11   -7.50000    9.52627
499    -13     10   -8.00000    8.66027
500    -13      9   -8.50000    7.79423
501    -13      8   -9.00000    6.92820
502    -13      7   -9.50000    6.06217
503    -13      6  -10.00000    5.19617
504    -13      5  -10.50000    4.33013
505    -13      4  -11.00000    3.46410
506    -13      3  -11.50000    2.59808
507    -13      2  -12.00000    1.73205
508    -13      1  -12.50000    0.86603
509    -13      0  -13.00000    0.00000
510    -12     -1  -12.50000   -0.86603
511    -11     -2  -12.00000   -1.73205
512    -10     -3  -11.50000   -2.59808
513     -9     -4  -11.00000   -3.46410
514     -8     -5  -10.50000   -4.33013
515     -7     -6  -10.00000   -5.19617
516     -6     -7   -9.50000   -6.06217
517     -5     -8   -9.00000   -6.92820
518     -4     -9   -8.50000   -7.79423
519     -3    -10   -8.00000   -8.66027
520     -2    -11   -7.50000   -9.52627
521     -1    -12   -7.00000  -10.39230
522      0    -13   -6.50000  -11.25833
523      1    -13   -5.50000  -11.25833
524      2    -13   -4.50000  -11.25833
525      3    -13   -3.50000  -11.25833
526      4    -13   -2.50000  -11.25833
527      5    -13   -1.50000  -11.25833
528      6    -13   -0.50000  -11.25833
529      7    -13    0.50000  -11.25833
530      8    -13    1.50000  -11.25833
531      9    -13    2.50000  -11.25833
532     10    -13    3.50000  -11.25833
533     11    -13    4.50000  -11.25833
534     12    -13    5.50000  -11.25833
535     13    -13    6.50000  -11.25833
536     13    -12    7.00000  -10.39230
537     13    -11    7.50000   -9.52627
538     13    -10    8.00000   -8.66027
539     13     -9    8.50000   -7.79423
540     13     -8    9.00000   -6.92820
541     13     -7    9.50000   -6.06217
542     13     -6   10.00000   -5.19617
543     13     -5   10.50000   -4.33013
544     13     -4   11.00000   -3.46410
545     13     -3   11.50000   -2.59808
546     13     -2   12.00000   -1.73205
547     13     -1   12.50000   -0.86603
548     14      0   14.00000    0.00000
549     13      1   13.50000    0.86603
550     12      2   13.00000    1.73205
551     11      3   12.50000    2.59808
552     10      4   12.00000    3.46410
553      9      5   11.50000    4.33013
554      8      6   11.00000    5.19617
555      7      7   10.50000    6.06217
556      6      8   10.00000    6.92820
557      5      9    9.50000    7.79423
558      4     10    9.00000    8.66027
559      3     11    8.50000    9.52627
560      2     12    8.00000   10.39230
561      1     13    7.50000   11.25833
562      0     14    7.00000   12.12437
563     -1     14    6.00000   12.12437
564     -2     14    5.00000   12.12437
565     -3     14    4.00000   12.12437
566     -4     14    3.00000   12.12437
567     -5     14    2.00000   12.12437
568     -6     14    1.00000   12.12437
569     -7     14    0.00000   12.12437
570     -8     14   -1.00000   12.12437
571     -9     14   -2.00000   12.12437
572    -10     14   -3.00000   12.12437
573    -11     14   -4.00000   12.12437
574    -12     14   -5.00000   12.12437
575    -13     14   -6.00000   12.12437
576    -14     14   -7.00000   12.12437
577    -14     13   -7.50000   11.25833
578    -14     12   -8.00000   10.39230
579    -14     11   -8.50000    9.52627
580    -14     10   -9.00000    8.66027
581    -14      9   -9.50000    7.79423
582    -14      8  -10.00000    6.92820
583    -14      7  -10.50000    6.06217
584    -14      6  -11.00000    5.19617
585    -14      5  -11.50000    4.33013
586    -14      4  -12.00000    3.46410
587    -14      3  -12.50000    2.59808
588    -14      2  -13.00000    1.73205
589    -14      1  -13.50000    0.86603
590    -14      0  -14.00000    0.00000
591    -13     -1  -13.50000   -0.86603
592    -12     -2  -13.00000   -1.73205
593    -11     -3  -12.50000   -2.59808
594    -10     -4  -12.00000   -3.46410
595     -9     -5  -11.50000   -4.33013
596     -8     -6  -11.00000   -5.19617
597     -7     -7  -10.50000   -6.06217
598     -6     -8  -10.00000   -6.92820
599     -5     -9   -9.50000   -7.79423
600     -4    -10   -9.00000   -8.66027
601     -3    -11   -8.50000   -9.52627
602     -2    -12   -8.00000  -10.39230
603     -1    -13   -7.50000  -11.25833
604      0    -14   -7.00000  -12.12437
605      1    -14   -6.00000  -12.12437
606      2    -14   -5.00000  -12.12437
607      3    -14   -4.00000  -12.12437
608      4    -14   -3.00000  -12.12437
609      5    -14   -2.00000  -12.12437
610      6    -14   -1.00000  -12.12437
611      7    -14    0.00000  -12.12437
612      8    -14    1.00000  -12.12437
613      9    -14    2.00000  -12.12437
614     10    -14    3.00000  -12.12437
615     11    -14    4.00000  -12.12437
616     12    -14    5.00000  -12.12437
617     13    -14    6.00000  -12.12437
618     14    -14    7.00000  -12.12437
619     14    -13    7.50000  -11.25833
620     14    -12    8.00000  -10.39230
621     14    -11    8.50000   -9.52627
622     14    -10    9.00000   -8.66027
623     14     -9    9.50000   -7.79423
624     14     -8   10.00000   -6.92820
625     14     -7   10.50000   -6.06217
626     14     -6   11.00000   -5.19617
627     14     -5   11.50000   -4.33013
628     14     -4   12.00000   -3.46410
629     14     -3   12.50000   -2.59808
630     14     -2   13.00000   -1.73205
631     14     -1   13.50000   -0.86603
632     15      0   15.00000    0.00000
633     14      1   14.50000    0.86603
634     13      2   14.00000    1.73205
635     12      3   13.50000    2.59808
636     11      4   13.00000    3.46410
637     10      5   12.50000    4.33013
638      9      6   12.00000    5.19617
639      8      7   11.50000    6.06217
640      7      8   11.00000    6.92820
641      6      9   10.50000    7.79423
642      5     10   10.00000    8.66027
643      4     11    9.50000    9.52627
644      3     12    9.00000   10.39230
645      2     13    8.50000   11.25833
646      1     14    8.00000   12.12437
647      0     15    7.50000   12.99037
648     -1     15    6.50000   12.99037
649     -2     15    5.50000   12.99037
650     -3     15    4.50000   12.99037
651     -4     15    3.50000   12.99037
652     -5     15    2.50000   12.99037
653     -6     15    1.50000   12.99037
654     -7     15    0.50000   12.99037
655     -8     15   -0.50000   12.99037
656     -9     15   -1.50000   12.99037
657    -10     15   -2.50000   12.99037
658    -11     15   -3.50000   12.99037
659    -12     15   -4.50000   12.99037
660    -13     15   -5.50000   12.99037
661    -14     15   -6.50000   12.99037
662    -15     15   -7.50000   12.99037
663    -15     14   -8.00000   12.12437
664    -15     13   -8.50000   11.25833
665    -15     12   -9.00000   10.39230
666    -15     11   -9.50000    9.52627
667    -15     10  -10.00000    8.66027
668    -15      9  -10.50000    7.79423
669    -15      8  -11.00000    6.92820
670    -15      7  -11.50000    6.06217
671    -15      6  -12.00000    5.19617
672    -15      5  -12.50000    4.33013
673    -15      4  -13.00000    3.46410
674    -15      3  -13.50000    2.59808
675    -15      2  -14.00000    1.73205
676    -15      1  -14.50000    0.86603
677    -15      0  -15.00000    0.00000
678    -14     -1  -14.50000   -0.86603
679    -13     -2  -14.00000   -1.73205
680    -12     -3  -13.50000   -2.59808
681    -11     -4  -13.00000   -3.46410
682    -10     -5  -12.50000   -4.33013
683     -9     -6  -12.00000   -5.19617
684     -8     -7  -11.50000   -6.06217
685     -7     -8  -11.00000   -6.92820
686     -6     -9  -10.50000   -7.79423
687     -5    -10  -10.00000   -8.66027
688     -4    -11   -9.50000   -9.52627
689     -3    -12   -9.00000  -10.39230
690     -2    -13   -8.50000  -11.25833
691     -1    -14   -8.00000  -12.12437
692      0    -15   -7.50000  -12.99037
693      1    -15   -6.50000  -12.99037
694      2    -15   -5.50000  -12.99037
695      3    -15   -4.50000  -12.99037
696      4    -15   -3.50000  -12.99037
697      5    -15   -2.50000  -12.99037
698      6    -15   -1.50000  -12.99037
699      7    -15   -0.50000  -12.99037
700      8    -15    0.50000  -12.99037
701      9    -15    1.50000  -12.99037
702     10    -15    2.50000  -12.99037
703     11    -15    3.50000  -12.99037
704     12    -15    4.50000  -12.99037
705     13    -15    5.50000  -12.99037
706     14    -15    6.50000  -12.99037
707     15    -15    7.50000  -12.99037
708     15    -14    8.00000  -12.12437
709     15    -13    8.50000  -11.25833
710     15    -12    9.00000  -10.39230
711     15    -11    9.50000   -9.52627
712     15    -10   10.00000   -8.66027
713     15     -9   10.50000   -7.79423
714     15     -8   11.00000   -6.92820
715     15     -7   11.50000   -6.06217
716     15     -6   12.00000   -5.19617
717     15     -5   12.50000   -4.33013
718     15     -4   13.00000   -3.46410
719     15     -3   13.50000   -2.59808
720     15     -2   14.00000   -1.73205
721     15     -1   14.50000   -0.86603
722     16      0   16.00000    0.00000
723     15      1   15.50000    0.86603
724     14      2   15.00000    1.73205
725     13      3   14.50000    2.59808
726     12      4   14.00000    3.46410
727     11      5   13.50000    4.33013
728     10      6   13.00000    5.19617
729      9      7   12.50000    6.06217
730      8      8   12.00000    6.92820
731      7      9   11.50000    7.79423
732      6     10   11.00000    8.66027
733      5     11   10.50000    9.52627
734      4     12   10.00000   10.39230
735      3     13    9.50000   11.25833
736      2     14    9.00000   12.12437
737      1     15    8.50000   12.99037
738      0     16    8.00000   13.85640
739     -1     16    7.00000   13.85640
740     -2     16    6.00000   13.85640
741     -3     16    5.00000   13.85640
742     -4     16    4.00000   13.85640
743     -5     16    3.00000   13.85640
744     -6     16    2.00000   13.85640
745     -7     16    1.00000   13.85640
746     -8     16    0.00000   13.85640
747     -9     16   -1.00000   13.85640
748    -10     16   -2.00000   13.85640
749    -11     16   -3.00000   13.85640
750    -12     16   -4.00000   13.85640
751    -13     16   -5.00000   13.85640
752    -14     16   -6.00000   13.85640
753    -15     16   -7.00000   13.85640
754    -16     16   -8.00000   13.85640
755    -16     15   -8.50000   12.99037
756    -16     14   -9.00000   12.12437
757    -16     13   -9.50000   11.25833
758    -16     12  -10.00000   10.39230
759    -16     11  -10.50000    9.52627
760    -16     10  -11.00000    8.66027
761    -16      9  -11.50000    7.79423
762    -16      8  -12.00000    6.92820
763    -16      7  -12.50000    6.06217
764    -16      6  -13.00000    5.19617
765    -16      5  -13.50000    4.33013
766    -16      4  -14.00000    3.46410
767    -16      3  -14.50000    2.59808
768    -16      2  -15.00000    1.73205
769    -16      1  -15.50000    0.86603
770    -16      0  -16.00000    0.00000
771    -15     -1  -15.50000   -0.86603
772    -14     -2  -15.00000   -1.73205
773    -13     -3  -14.50000   -2.59808
774    -12     -4  -14.00000   -3.46410
775    -11     -5  -13.50000   -4.33013
776    -10     -6  -13.00000   -5.19617
